,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive_shots,PassDead,Drib_shots,shots_lead_shots,Def_shots,GCA,GCA90,PassLive_goals,Drib_goals,shots_lead_goals,Def_goals,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Top_Team,Strikers
1748,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,23.4,38.0,1.63,32.0,0.0,0.0,4.0,1.0,4.0,0.17,3.0,0.0,0.0,0.0,29,24,2105,1,1,1,0,0,8,0,0,0
1749,Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,20,20.7,71.0,3.44,47.0,4.0,8.0,8.0,2.0,13.0,0.63,6.0,2.0,3.0,0.0,29,21,1860,6,6,5,1,1,3,1,1,0
1750,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,36.0,5.0,0.14,3.0,2.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,36,36,3240,0,0,0,0,0,4,0,0,0
1751,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,26.0,19.0,0.73,14.0,0.0,1.0,3.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,27,26,2341,3,0,3,0,0,9,2,0,0
1752,Javi Martínez,es ESP,"MF,FW",Osasuna,es La Liga,21,9.8,27.0,2.77,23.0,4.0,0.0,0.0,0.0,4.0,0.41,4.0,0.0,0.0,0.0,26,9,879,1,1,1,0,0,1,0,0,0
1753,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
1754,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,25.4,73.0,2.88,44.0,0.0,1.0,19.0,2.0,10.0,0.39,3.0,1.0,5.0,0.0,35,28,2282,21,3,18,3,6,6,0,1,1
1755,Pablo Martínez,es ESP,MF,Levante,es La Liga,23,7.3,10.0,1.37,8.0,0.0,0.0,0.0,2.0,1.0,0.14,1.0,0.0,0.0,0.0,13,7,656,0,1,0,0,0,2,0,0,0
1756,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,15.9,14.0,0.88,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,16,1431,1,0,1,0,0,8,0,0,0
1757,Gelson Martins,pt POR,"MF,FW",Monaco,fr Ligue 1,26,21.2,38.0,1.8,29.0,0.0,2.0,3.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,32,24,1905,4,3,4,0,0,4,0,0,0
1758,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,30.2,27.0,0.89,23.0,2.0,1.0,0.0,0.0,4.0,0.13,3.0,1.0,0.0,0.0,33,30,2721,1,0,1,0,0,6,1,0,0
1759,Omar Mascarell,es ESP,MF,Elche,es La Liga,28,27.7,15.0,0.54,12.0,1.0,0.0,1.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,32,30,2493,0,0,0,0,0,6,0,0,0
1760,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,5.7,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,515,0,0,0,0,0,3,0,0,0
1761,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,12.0,12.0,1.0,9.0,2.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,15,13,1077,0,1,0,0,0,0,0,0,0
1762,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,17.2,3.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,17,1552,0,0,0,0,0,7,0,0,0
1763,Roberto Massimo,de GER,"DF,FW",Stuttgart,de Bundesliga,20,9.7,22.0,2.26,16.0,0.0,3.0,3.0,0.0,2.0,0.21,0.0,1.0,1.0,0.0,19,11,877,2,0,2,0,0,0,0,0,0
1764,Arthur Masuaku,cd COD,"DF,FW",West Ham,eng Premier League,27,7.2,7.0,0.97,6.0,1.0,0.0,0.0,0.0,2.0,0.28,1.0,0.0,0.0,0.0,13,6,650,1,1,1,0,0,1,0,0,0
1765,Jaime Mata,es ESP,FW,Getafe,es La Liga,32,7.5,16.0,2.15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4,672,1,0,1,0,0,7,0,0,1
1766,Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,33,2.6,9.0,3.45,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,235,0,0,0,0,0,0,0,1,0
1768,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,18,23.7,61.0,2.58,50.0,1.0,2.0,5.0,1.0,9.0,0.38,9.0,0.0,0.0,0.0,33,22,2129,1,3,1,0,0,7,0,0,0
1769,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,19,8.8,11.0,1.26,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,8,790,0,0,0,0,0,1,0,0,0
1770,Aleš Matějů,cz CZE,DF,Venezia,it Serie A,25,8.1,15.0,1.86,14.0,0.0,1.0,0.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,9,9,727,0,1,0,0,0,3,0,0,0
1771,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,24,12.7,20.0,1.57,14.0,0.0,0.0,4.0,2.0,2.0,0.16,1.0,0.0,1.0,0.0,22,13,1145,5,1,5,0,0,2,0,0,1
1772,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,32,15.4,30.0,1.96,28.0,0.0,1.0,0.0,1.0,6.0,0.39,6.0,0.0,0.0,0.0,23,16,1382,0,4,0,0,0,3,0,1,0
1773,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,29,31.0,42.0,1.35,33.0,0.0,0.0,8.0,0.0,9.0,0.29,7.0,0.0,1.0,0.0,31,31,2790,3,3,3,0,0,2,0,1,0
1774,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,19,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,134,0,0,0,0,0,0,0,0,0
1775,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,23,27.4,41.0,1.5,36.0,0.0,1.0,1.0,2.0,4.0,0.15,4.0,0.0,0.0,0.0,29,29,2463,1,1,1,0,0,8,1,0,0
1776,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,24,25.3,59.0,2.33,42.0,0.0,3.0,9.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,32,25,2276,8,2,7,1,2,7,0,0,1
1777,Stephy Mavididi,eng ENG,"FW,MF",Montpellier,fr Ligue 1,23,25.5,65.0,2.55,39.0,2.0,8.0,7.0,1.0,8.0,0.31,3.0,2.0,1.0,0.0,30,27,2299,8,3,8,0,0,4,0,0,0
1778,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23,30.1,31.0,1.03,19.0,1.0,1.0,7.0,2.0,3.0,0.1,2.0,0.0,1.0,0.0,31,31,2705,4,0,4,0,0,3,0,0,0
1779,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,de Bundesliga,32,4.2,13.0,3.1,9.0,0.0,1.0,3.0,0.0,4.0,0.95,2.0,0.0,2.0,0.0,20,1,377,4,2,4,0,0,0,0,1,0
1780,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,34.8,5.0,0.14,4.0,1.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,35,35,3136,0,0,0,0,0,2,0,0,0
1781,Borja Mayoral,es ESP,"FW,DF",Roma,it Serie A,24,1.1,1.0,0.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,96,0,0,0,0,0,0,0,1,0
1782,Borja Mayoral,es ESP,FW,Getafe,es La Liga,24,11.6,31.0,2.67,26.0,0.0,2.0,2.0,0.0,7.0,0.6,4.0,2.0,1.0,0.0,18,11,1044,6,1,5,1,1,3,0,0,1
1783,Derek Mazou-Sacko,fr FRA,"FW,DF",Troyes,fr Ligue 1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,3,0,0,0,0,0,0,0,0,0
1784,Pasquale Mazzocchi,it ITA,DF,Venezia,it Serie A,26,13.8,11.0,0.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,15,1243,0,0,0,0,0,3,0,0,0
1785,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26,14.1,34.0,2.41,21.0,8.0,0.0,1.0,0.0,4.0,0.28,3.0,0.0,0.0,0.0,15,15,1269,0,2,0,0,0,2,0,0,0
1786,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,15.5,42.0,2.72,27.0,7.0,2.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,24,14,1391,0,0,0,0,0,4,0,0,0
1787,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,22,33.6,180.0,5.36,115.0,10.0,29.0,13.0,1.0,40.0,1.19,21.0,10.0,1.0,0.0,35,34,3023,28,17,24,4,4,10,0,1,1
1788,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,108,0,0,0,0,0,0,0,0,0
1789,Amadou Mbengue,sn SEN,"DF,MF",Metz,fr Ligue 1,19,6.8,4.0,0.59,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5,610,0,0,0,0,0,4,0,0,0
1790,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,21,32.3,85.0,2.63,52.0,10.0,10.0,6.0,0.0,12.0,0.37,10.0,0.0,0.0,0.0,35,34,2905,4,7,3,1,1,4,0,0,1
1791,Jason Mbock,fr FRA,FW,Angers,fr Ligue 1,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,17,0,0,0,0,0,1,0,0,1
1792,Jordi Mboula,es ESP,FW,Mallorca,es La Liga,22,4.8,7.0,1.45,4.0,0.0,1.0,0.0,2.0,1.0,0.21,0.0,0.0,0.0,1.0,11,5,434,0,0,0,0,0,2,0,0,1
1794,Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
1795,Nathanael Mbuku,fr FRA,"FW,MF",Reims,fr Ligue 1,19,15.8,45.0,2.86,22.0,4.0,5.0,3.0,1.0,4.0,0.25,3.0,0.0,0.0,0.0,31,18,1418,2,1,2,0,0,1,0,0,0
1796,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,16.0,35.0,2.19,30.0,1.0,1.0,1.0,0.0,4.0,0.25,4.0,0.0,0.0,0.0,21,15,1439,0,3,0,0,0,4,0,0,0
1797,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,20,0,0,0,0,0,0,0,1,0
1798,Kasey McAteer,eng ENG,FW,Leicester City,eng Premier League,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0,0,0,0,0,1
1799,Liam McCarron,sct SCO,FW,Leeds United,eng Premier League,20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10,0,0,0,0,0,0,0,0,1
1800,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,17.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,17,1530,0,0,0,0,0,1,0,0,0
1801,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,34.3,102.0,2.97,72.0,20.0,4.0,2.0,1.0,6.0,0.17,4.0,1.0,0.0,0.0,35,35,3090,3,4,3,0,0,8,0,0,0
1802,Weston McKennie,us USA,MF,Juventus,it Serie A,22,15.2,39.0,2.56,32.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,15,1369,3,0,3,0,0,1,0,1,0
1803,Stuart McKinstry,sct SCO,MF,Leeds United,eng Premier League,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,0,0,0,0,0,0,0,0,0
1804,Kenny McLean,sct SCO,MF,Norwich City,eng Premier League,29,30.1,41.0,1.36,34.0,3.0,0.0,3.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,31,29,2706,1,0,1,0,0,3,0,0,0
1805,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21,34.5,112.0,3.24,62.0,22.0,11.0,7.0,3.0,6.0,0.17,4.0,0.0,0.0,0.0,38,35,3107,0,1,0,0,0,1,0,0,0
1806,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,24,26.5,51.0,1.92,43.0,0.0,3.0,1.0,2.0,6.0,0.23,4.0,0.0,1.0,1.0,30,28,2387,1,1,1,0,0,9,0,1,0
1807,Gary Medel,cl CHI,DF,Bologna,it Serie A,33,31.4,17.0,0.54,14.0,2.0,1.0,0.0,0.0,3.0,0.1,2.0,0.0,0.0,0.0,33,32,2823,0,1,0,0,0,10,1,0,0
1808,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,22,28.8,33.0,1.15,28.0,2.0,1.0,2.0,0.0,5.0,0.17,4.0,0.0,0.0,0.0,31,30,2593,1,0,1,0,0,11,0,0,0
1809,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,23,8.6,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,7,775,0,0,0,0,0,2,0,0,0
1810,Ben Mee,eng ENG,DF,Burnley,eng Premier League,31,20.4,13.0,0.64,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,21,1839,3,0,3,0,0,3,0,0,0
1811,Admir Mehmedi,ch SUI,DF,Wolfsburg,de Bundesliga,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,0,0,0,0,0,0,0,0,0
1812,Hannibal Mejbri,tn TUN,FW,Manchester Utd,eng Premier League,18,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,68,0,0,0,0,0,2,0,1,1
1813,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,14,0,0,0,0,0,0,0,0,1
1814,Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,22,10.9,30.0,2.76,21.0,4.0,3.0,0.0,1.0,2.0,0.18,2.0,0.0,0.0,0.0,25,10,980,1,0,1,0,0,1,0,0,0
1815,Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,23,11.0,39.0,3.55,35.0,0.0,2.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,21,14,990,0,0,0,0,0,0,0,0,0
1816,Gonzalo Melero,es ESP,MF,Levante,es La Liga,27,18.8,34.0,1.79,24.0,0.0,1.0,5.0,0.0,5.0,0.26,5.0,0.0,0.0,0.0,29,20,1692,7,2,5,2,2,5,0,0,0
1817,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,26,20.3,42.0,2.07,38.0,1.0,0.0,1.0,0.0,9.0,0.44,9.0,0.0,0.0,0.0,31,20,1829,0,4,0,0,0,3,0,0,0
1818,Arthur Melo,br BRA,MF,Juventus,it Serie A,24,10.7,17.0,1.59,14.0,0.0,2.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,20,11,962,0,0,0,0,0,3,0,1,0
1820,Memphis,nl NED,FW,Barcelona,es La Liga,27,20.6,82.0,3.99,44.0,20.0,10.0,3.0,0.0,10.0,0.49,4.0,2.0,1.0,0.0,28,20,1851,12,2,8,4,5,3,0,1,1
1821,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,23,35.8,39.0,1.09,32.0,1.0,1.0,1.0,1.0,2.0,0.06,1.0,0.0,0.0,0.0,36,36,3220,0,1,0,0,0,5,1,0,0
1822,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,19,18.4,43.0,2.34,30.0,5.0,6.0,1.0,0.0,8.0,0.43,6.0,2.0,0.0,0.0,27,18,1658,0,1,0,0,0,3,0,1,0
1823,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,30,0.2,1.0,5.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,16,0,0,0,0,0,0,0,0,0
1824,Thiago Mendes,br BRA,"MF,DF",Lyon,fr Ligue 1,29,20.7,36.0,1.74,28.0,4.0,0.0,1.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,29,21,1863,1,1,1,0,0,3,1,0,0
1825,Tomás Mendes,es ESP,MF,Alavés,es La Liga,16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,0,0,0,0,0,0,0,0,0
1826,Brais Méndez,es ESP,MF,Celta Vigo,es La Liga,24,33.6,79.0,2.35,63.0,2.0,3.0,7.0,1.0,10.0,0.3,9.0,1.0,0.0,0.0,37,36,3021,4,5,4,0,0,8,0,0,0
1827,Édgar Méndez,es ESP,"FW,MF",Alavés,es La Liga,31,17.9,31.0,1.73,25.0,0.0,1.0,2.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,32,17,1614,1,1,1,0,0,6,0,0,0
1828,Arial Mendy,sn SEN,"DF,FW",Clermont Foot,fr Ligue 1,26,8.8,15.0,1.7,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,9,792,0,0,0,0,0,1,0,0,0
1829,Batista Mendy,fr FRA,"MF,DF",Angers,fr Ligue 1,21,26.8,22.0,0.82,18.0,0.0,1.0,1.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,34,27,2413,1,1,1,0,0,5,0,0,0
1830,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,27,0.9,5.0,5.77,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,78,0,0,0,0,0,0,0,1,0
1831,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,34.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,34,3060,0,0,0,0,0,3,0,1,0
1832,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,26,19.3,60.0,3.11,48.0,3.0,8.0,0.0,0.0,4.0,0.21,3.0,0.0,0.0,0.0,22,20,1734,2,1,2,0,0,4,0,1,0
1833,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,29,11.5,5.0,0.44,5.0,0.0,0.0,0.0,0.0,3.0,0.26,3.0,0.0,0.0,0.0,14,12,1032,0,0,0,0,0,3,0,0,0
1834,Gideon Mensah,gh GHA,DF,Bordeaux,fr Ligue 1,23,13.4,35.0,2.61,31.0,1.0,1.0,1.0,1.0,5.0,0.37,4.0,1.0,0.0,0.0,23,13,1208,0,2,0,0,0,1,1,0,0
1835,Jorge Meré,es ESP,DF,Köln,de Bundesliga,24,5.4,5.0,0.92,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,490,0,0,0,0,0,2,0,0,0
1836,Alex Meret,it ITA,GK,Napoli,it Serie A,24,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,619,0,0,0,0,0,0,0,1,0
1837,Fran Mérida,es ESP,MF,Espanyol,es La Liga,31,3.0,9.0,3.05,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,266,0,0,0,0,0,2,1,0,0
1838,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,25,32.1,82.0,2.55,62.0,0.0,4.0,5.0,3.0,11.0,0.34,6.0,0.0,3.0,0.0,34,33,2890,3,2,3,0,0,8,0,0,0
1839,Quentin Merlin,fr FRA,"DF,MF",Nantes,fr Ligue 1,19,21.4,62.0,2.9,35.0,19.0,3.0,1.0,2.0,5.0,0.23,5.0,0.0,0.0,0.0,28,21,1926,2,3,2,0,0,0,0,0,0
1840,Martín Merquelanz,es ESP,"FW,MF",Rayo Vallecano,es La Liga,26,1.9,9.0,4.66,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,173,0,0,0,0,0,0,0,0,0
1841,Yıldırım Mert Çetin,tr TUR,MF,Hellas Verona,it Serie A,24,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,46,0,0,0,0,0,0,0,0,0
1842,Dries Mertens,be BEL,"FW,MF",Napoli,it Serie A,34,15.4,69.0,4.48,52.0,3.0,4.0,5.0,1.0,11.0,0.71,6.0,1.0,2.0,1.0,30,16,1384,11,1,10,1,1,2,0,1,0
1843,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,37.6,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,38,3384,0,0,0,0,0,2,0,0,0
1844,Lionel Messi,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,34,23.9,156.0,6.52,113.0,8.0,16.0,10.0,1.0,27.0,1.13,19.0,3.0,2.0,1.0,26,24,2153,6,14,6,0,0,0,0,1,0
1846,Junior Messias,br BRA,"FW,MF",Milan,it Serie A,30,15.9,53.0,3.35,33.0,2.0,5.0,8.0,1.0,3.0,0.19,2.0,0.0,1.0,0.0,26,14,1428,5,2,5,0,0,2,0,1,0
1847,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,29,15.6,31.0,1.99,27.0,0.0,0.0,2.0,0.0,8.0,0.51,7.0,0.0,0.0,0.0,17,17,1402,2,4,2,0,0,4,0,1,0
1848,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,32,13.6,7.0,0.51,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,14,1227,1,0,1,0,0,2,0,0,0
1849,Marco Meyerhöfer,de GER,DF,Greuther Fürth,de Bundesliga,25,25.3,44.0,1.74,32.0,3.0,3.0,1.0,3.0,2.0,0.08,1.0,0.0,0.0,0.0,26,25,2280,1,0,1,0,0,0,0,0,0
1850,Matt Miazga,us USA,DF,Alavés,es La Liga,26,9.3,4.0,0.43,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,9,833,0,0,0,0,0,2,0,0,0
1851,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,21,0.8,1.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,76,0,0,0,0,0,0,0,0,0
1852,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,31,3.8,12.0,3.2,11.0,0.0,0.0,1.0,0.0,2.0,0.53,1.0,0.0,1.0,0.0,13,2,338,3,1,3,0,0,2,0,0,1
1853,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,18,0.8,3.0,3.86,2.0,0.0,0.0,0.0,1.0,1.0,1.29,1.0,0.0,0.0,0.0,5,0,70,0,1,0,0,0,0,1,1,0
1854,Miguel,es ESP,"FW,MF",Alavés,es La Liga,21,9.2,22.0,2.39,10.0,0.0,2.0,3.0,0.0,2.0,0.22,1.0,0.0,0.0,0.0,22,10,829,1,1,1,0,0,2,0,0,0
1855,Valentin Mihaila,ro ROU,"MF,FW",Atalanta,it Serie A,21,0.8,1.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,76,0,0,0,0,0,0,0,0,0
1856,Mikael,br BRA,"FW,MF",Salernitana,it Serie A,22,1.0,1.0,1.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,87,0,0,0,0,0,0,0,0,0
1857,Hilmir Mikaelsson,is ISL,FW,Venezia,it Serie A,17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18,0,0,0,0,0,0,0,0,1
1858,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,20,0.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1
1859,William Mikelbrencis,fr FRA,DF,Metz,fr Ligue 1,17,6.8,8.0,1.18,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,610,0,1,0,0,0,0,0,0,0
1860,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,23,32.5,17.0,0.52,14.0,0.0,0.0,3.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,34,34,2926,1,0,1,0,0,10,1,0,0
1861,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,27,15.7,24.0,1.52,21.0,0.0,0.0,2.0,0.0,5.0,0.32,5.0,0.0,0.0,0.0,23,15,1416,7,2,6,1,1,1,0,1,1
1862,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,26,34.4,120.0,3.48,95.0,0.0,6.0,11.0,2.0,16.0,0.46,14.0,0.0,1.0,1.0,37,36,3100,11,10,11,0,0,6,1,0,0
1863,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,27.0,7.0,0.26,4.0,3.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,27,27,2430,0,0,0,0,0,3,0,0,0
1864,Éder Militão,br BRA,DF,Real Madrid,es La Liga,23,33.7,36.0,1.07,26.0,1.0,0.0,4.0,2.0,5.0,0.15,2.0,0.0,1.0,1.0,34,34,3031,1,2,1,0,0,5,0,1,0
1865,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,30,8.6,20.0,2.33,8.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,774,0,0,0,0,0,1,0,0,0
1866,Luis Milla,es ESP,MF,Granada,es La Liga,26,30.8,79.0,2.56,49.0,21.0,2.0,1.0,2.0,8.0,0.26,3.0,0.0,1.0,0.0,34,33,2773,3,3,0,3,3,4,0,0,0
1867,Pere Milla,es ESP,"MF,FW",Elche,es La Liga,28,18.3,31.0,1.7,21.0,0.0,2.0,3.0,1.0,5.0,0.27,3.0,1.0,1.0,0.0,32,17,1644,8,3,8,0,0,4,0,0,0
1868,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,19,0.6,3.0,5.09,3.0,0.0,0.0,0.0,0.0,1.0,1.7,1.0,0.0,0.0,0.0,6,0,53,0,1,0,0,0,0,0,0,0
1869,James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,35,9.5,40.0,4.22,29.0,8.0,1.0,1.0,0.0,2.0,0.21,1.0,0.0,0.0,0.0,24,9,853,0,1,0,0,0,2,0,1,0
