,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive_shots,PassDead,Drib_shots,shots_lead_shots,Def_shots,GCA,GCA90,PassLive_goals,Drib_goals,shots_lead_goals,Def_goals,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Top_Team,Strikers
1625,Matteo Lovato,it ITA,DF,Atalanta,it Serie A,21,3.4,4.0,1.18,4.0,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,6,3,305,0,0,0,0,0,1,0,0,0
1626,Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,13.8,4.0,0.29,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16,14,1238,0,0,0,0,0,4,0,0,0
1627,Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,15.7,73.0,4.65,43.0,22.0,0.0,5.0,0.0,3.0,0.19,0.0,0.0,1.0,0.0,26,15,1416,2,2,1,1,1,0,0,0,0
1628,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,19.7,34.0,1.73,25.0,4.0,0.0,1.0,2.0,2.0,0.1,1.0,0.0,1.0,0.0,25,20,1772,1,2,1,0,0,3,1,0,0
1629,Anthony Lozano,hn HON,"FW,MF",Cádiz,es La Liga,28,18.6,40.0,2.15,20.0,0.0,5.0,6.0,0.0,8.0,0.43,2.0,1.0,2.0,0.0,31,21,1672,7,2,7,0,0,8,0,0,0
1630,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,26,17.9,65.0,3.63,52.0,0.0,5.0,3.0,1.0,12.0,0.67,9.0,1.0,0.0,0.0,30,20,1613,5,5,5,0,0,3,0,1,1
1631,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,16.1,37.0,2.3,18.0,10.0,7.0,1.0,1.0,2.0,0.12,2.0,0.0,0.0,0.0,28,18,1445,1,1,1,0,0,3,1,0,0
1632,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,8.3,14.0,1.7,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,9,743,1,0,1,0,0,2,0,0,0
1633,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,11.0,17.0,1.54,15.0,0.0,0.0,0.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,22,9,992,0,1,0,0,0,2,0,0,0
1634,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,20.8,44.0,2.12,38.0,4.0,0.0,1.0,0.0,7.0,0.34,6.0,0.0,0.0,0.0,24,22,1871,2,4,2,0,0,8,2,0,0
1635,José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,34,30.2,104.0,3.44,59.0,10.0,20.0,8.0,1.0,13.0,0.43,7.0,2.0,1.0,0.0,35,31,2719,13,7,10,3,5,7,0,0,0
1636,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,29.7,20.0,0.67,18.0,0.0,0.0,1.0,1.0,2.0,0.07,1.0,0.0,0.0,1.0,34,30,2672,1,0,1,0,0,9,0,0,0
1638,Luismi,es ESP,"FW,MF",Sevilla,es La Liga,20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,13,0,0,0,0,0,0,0,0,0
1639,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,30.2,89.0,2.95,60.0,21.0,1.0,2.0,0.0,9.0,0.3,6.0,0.0,1.0,0.0,34,31,2715,2,3,2,0,0,7,0,0,0
1640,Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28,17.7,50.0,2.83,35.0,0.0,5.0,3.0,1.0,5.0,0.28,0.0,3.0,0.0,0.0,26,16,1589,8,0,7,1,1,1,0,1,1
1641,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,23.3,14.0,0.6,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24,24,2095,2,0,2,0,0,1,0,0,0
1642,Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,23,2.0,3.0,1.53,1.0,0.0,0.0,0.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,3,2,176,1,0,0,1,1,0,0,0,1
1643,Dodi Lukebakio,be BEL,"FW,MF",Wolfsburg,de Bundesliga,23,9.8,34.0,3.47,21.0,0.0,9.0,1.0,0.0,7.0,0.72,5.0,2.0,0.0,0.0,19,7,882,1,2,1,0,0,2,0,0,0
1644,Saša Lukić,rs SRB,MF,Torino,it Serie A,24,33.1,80.0,2.41,57.0,10.0,4.0,4.0,2.0,10.0,0.3,7.0,1.0,1.0,1.0,35,34,2982,5,4,2,3,3,10,0,0,0
1645,Levi Lumeka,eng ENG,"MF,FW",Troyes,fr Ligue 1,22,0.7,1.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,67,0,0,0,0,0,0,0,0,0
1646,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,180,0,0,0,0,0,0,0,1,0
1647,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
1648,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,21.8,17.0,0.78,14.0,1.0,0.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,24,22,1958,0,1,0,0,0,8,1,0,0
1649,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,27.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,27,2430,0,0,0,0,0,3,0,0,0
1650,Lyanco,br BRA,DF,Southampton,eng Premier League,24,10.1,10.0,0.99,6.0,0.0,1.0,2.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,15,9,911,0,0,0,0,0,2,0,0,0
1651,Charalambos Lykogiannis,gr GRE,"DF,FW",Cagliari,it Serie A,27,20.2,27.0,1.34,14.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,21,1817,1,0,1,0,0,2,0,0,0
1652,Yannis M'Bemba,fr FRA,"DF,FW",Nantes,fr Ligue 1,20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5,0,0,0,0,0,0,0,0,0
1653,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,22,23.6,83.0,3.52,57.0,10.0,3.0,3.0,3.0,5.0,0.21,2.0,0.0,1.0,0.0,33,22,2123,5,2,3,2,3,4,0,0,0
1654,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,27,5.8,16.0,2.75,12.0,0.0,0.0,0.0,3.0,1.0,0.17,1.0,0.0,0.0,0.0,22,5,523,0,1,0,0,0,1,0,0,0
1655,Darwin Machís,ve VEN,"MF,FW",Granada,es La Liga,28,15.3,45.0,2.95,29.0,2.0,6.0,4.0,0.0,6.0,0.39,4.0,1.0,1.0,0.0,25,16,1376,4,2,4,0,0,2,0,0,0
1656,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,17.0,27.0,1.59,23.0,1.0,1.0,1.0,0.0,3.0,0.18,2.0,0.0,1.0,0.0,22,19,1529,0,0,0,0,0,7,0,0,0
1657,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,24,27.3,106.0,3.88,65.0,14.0,7.0,9.0,2.0,18.0,0.66,13.0,1.0,1.0,0.0,35,28,2459,12,8,12,0,0,3,0,0,0
1658,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,16.5,1.0,0.06,1.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,17,16,1485,0,1,0,0,0,1,0,0,0
1659,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,32.7,66.0,2.02,34.0,4.0,9.0,6.0,3.0,8.0,0.24,4.0,1.0,0.0,0.0,35,35,2945,1,4,1,0,0,10,0,0,0
1660,Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,5.8,11.0,1.88,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5,525,2,0,2,0,0,0,0,0,1
1661,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,23,31.3,73.0,2.33,60.0,0.0,4.0,3.0,1.0,5.0,0.16,5.0,0.0,0.0,0.0,35,33,2819,2,3,2,0,0,9,0,0,0
1662,Matej Maglica,hr CRO,MF,Stuttgart,de Bundesliga,22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,0,0,0,0,0,0,0,0,0
1664,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,36,3.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,271,0,0,0,0,0,1,0,0,0
1665,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,5,530,0,0,0,0,0,3,1,0,0
1666,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,2.7,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,239,0,0,0,0,0,0,0,0,0
1667,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,23,16.3,20.0,1.23,16.0,1.0,0.0,2.0,1.0,2.0,0.12,0.0,0.0,2.0,0.0,28,16,1463,0,1,0,0,0,4,0,0,0
1668,Yohann Magnin,fr FRA,"MF,DF",Clermont Foot,fr Ligue 1,24,19.1,27.0,1.42,22.0,0.0,0.0,2.0,1.0,2.0,0.1,1.0,0.0,0.0,0.0,24,19,1717,1,0,1,0,0,2,0,0,0
1669,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,27.9,24.0,0.86,14.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30,28,2515,1,0,1,0,0,9,1,1,0
1670,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,30,16.6,73.0,4.38,55.0,12.0,1.0,4.0,0.0,10.0,0.6,7.0,0.0,1.0,0.0,28,15,1498,11,5,7,4,5,0,0,1,1
1671,Arne Maier,de GER,MF,Augsburg,de Bundesliga,22,20.7,66.0,3.19,39.0,17.0,4.0,2.0,0.0,8.0,0.39,3.0,1.0,2.0,0.0,29,21,1864,1,6,1,0,0,0,0,0,0
1672,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,25,14.1,26.0,1.85,23.0,0.0,0.0,2.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,17,16,1267,2,0,2,0,0,6,0,0,0
1673,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,32.0,9.0,0.28,6.0,3.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,32,32,2880,0,1,0,0,0,1,0,1,0
1674,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,eng Premier League,23,3.0,7.0,2.35,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,268,0,0,0,0,0,0,0,1,0
1675,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,5.4,15.0,2.77,11.0,1.0,0.0,2.0,1.0,2.0,0.37,2.0,0.0,0.0,0.0,8,7,487,0,0,0,0,0,0,0,1,0
1676,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22,0.1,2.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,0,0,0,0,0,0,0,0,1
1677,Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,fr Ligue 1,29,3.6,11.0,3.03,8.0,0.0,2.0,0.0,0.0,2.0,0.55,1.0,1.0,0.0,0.0,15,2,327,2,0,2,0,0,1,0,0,0
1678,Lovro Majer,hr CRO,"MF,FW",Rennes,fr Ligue 1,23,20.4,102.0,5.01,65.0,20.0,3.0,5.0,2.0,20.0,0.98,17.0,0.0,0.0,0.0,29,21,1832,6,8,6,0,0,1,0,0,0
1679,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,23,26.1,59.0,2.26,45.0,0.0,5.0,4.0,2.0,6.0,0.23,5.0,1.0,0.0,0.0,33,26,2351,1,3,1,0,0,7,1,0,0
1680,Béni Makouana,cg CGO,"FW,MF",Montpellier,fr Ligue 1,18,3.6,7.0,1.94,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,322,0,0,0,0,0,4,0,0,0
1681,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,26,32.6,41.0,1.26,36.0,0.0,0.0,3.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,35,34,2936,1,2,1,0,0,5,0,0,0
1682,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,12.4,4.0,0.32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,13,1115,0,0,0,0,0,2,0,0,0
1683,Kévin Malcuit,ma MAR,"DF,MF",Napoli,it Serie A,30,3.2,4.0,1.25,3.0,0.0,1.0,0.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,8,2,288,0,1,0,0,0,3,0,1,0
1684,Daniel Maldini,it ITA,MF,Milan,it Serie A,19,1.6,1.0,0.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,148,1,0,1,0,0,1,0,1,0
1685,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,22,11.3,24.0,2.12,20.0,0.0,0.0,1.0,0.0,3.0,0.26,3.0,0.0,0.0,0.0,28,11,1019,2,2,2,0,0,5,0,0,0
1686,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,18.7,63.0,3.37,39.0,0.0,8.0,8.0,0.0,12.0,0.64,6.0,1.0,3.0,0.0,27,20,1684,5,3,5,0,0,2,0,1,1
1687,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,28,17.7,103.0,5.82,54.0,24.0,9.0,9.0,0.0,8.0,0.45,6.0,0.0,1.0,0.0,30,19,1592,6,5,6,0,0,10,0,0,0
1688,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,20.3,38.0,1.87,30.0,5.0,0.0,1.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,21,21,1826,1,1,1,0,0,5,2,0,0
1690,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,0,0,0,0,0,0,0,1,0
1691,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,25,12.7,22.0,1.74,20.0,0.0,0.0,0.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,26,11,1143,1,2,1,0,0,7,0,0,0
1692,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,18.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18,1620,0,0,0,0,0,2,0,0,0
1693,Rey Manaj,al ALB,FW,Spezia,it Serie A,24,19.6,49.0,2.5,26.0,0.0,7.0,6.0,1.0,5.0,0.25,0.0,0.0,3.0,0.0,30,19,1768,5,0,3,2,3,9,0,0,1
1694,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,21,8.9,6.0,0.68,4.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,14,9,799,0,0,0,0,0,3,0,0,0
1695,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,26.2,12.0,0.46,12.0,0.0,0.0,0.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,28,25,2361,0,0,0,0,0,2,1,0,0
1696,Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,32.0,40.0,1.25,32.0,1.0,0.0,5.0,0.0,4.0,0.13,3.0,0.0,1.0,0.0,33,33,2878,0,0,0,0,0,16,1,1,0
1697,Leonardo Mancuso,it ITA,FW,Empoli,it Serie A,29,4.7,9.0,1.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,425,1,0,1,0,0,0,0,0,1
1698,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,9.0,3.0,0.33,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,810,0,0,0,0,0,0,0,1,0
1699,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,14.4,12.0,0.83,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,15,1298,0,0,0,0,0,5,0,1,0
1700,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,16.9,27.0,1.59,15.0,0.0,5.0,2.0,1.0,4.0,0.24,2.0,0.0,0.0,0.0,18,18,1524,1,0,1,0,0,7,0,0,0
1701,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,15.3,5.0,0.33,3.0,0.0,0.0,1.0,0.0,1.0,0.07,0.0,0.0,1.0,0.0,17,14,1375,1,0,1,0,0,3,0,0,0
1702,Rolando Mandragora,it ITA,MF,Torino,it Serie A,24,14.7,52.0,3.55,31.0,18.0,1.0,1.0,0.0,4.0,0.27,3.0,0.0,0.0,0.0,21,16,1319,0,2,0,0,0,7,1,0,0
1703,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,900,0,0,0,0,0,0,0,0,0
1704,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,29,31.3,114.0,3.64,79.0,0.0,8.0,17.0,0.0,14.0,0.45,7.0,2.0,4.0,0.0,34,32,2819,16,2,16,0,0,5,0,1,1
1705,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,13.1,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14,1179,1,0,1,0,0,9,0,0,0
1706,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,23,20.6,58.0,2.82,45.0,0.0,7.0,3.0,2.0,7.0,0.34,6.0,1.0,0.0,0.0,28,22,1853,1,3,1,0,0,4,0,0,0
1707,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,34,24.4,52.0,2.14,35.0,15.0,0.0,0.0,2.0,5.0,0.21,3.0,0.0,0.0,1.0,33,25,2193,7,2,1,6,6,6,0,0,0
1708,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,26.1,38.0,1.45,31.0,4.0,0.0,1.0,2.0,2.0,0.08,2.0,0.0,0.0,0.0,29,27,2353,3,1,3,0,0,2,0,0,0
1709,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,3.5,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,313,0,0,0,0,0,1,0,1,0
1710,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,14.0,13.0,0.93,11.0,0.0,0.0,0.0,0.0,4.0,0.29,3.0,0.0,0.0,0.0,19,15,1257,1,2,1,0,0,5,0,0,0
1711,Myziane Maolida,fr FRA,MF,Nice,fr Ligue 1,22,0.4,1.0,2.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,34,0,0,0,0,0,0,0,0,0
1712,Myziane Maolida,fr FRA,"FW,MF",Hertha BSC,de Bundesliga,22,8.6,15.0,1.74,11.0,0.0,1.0,2.0,0.0,2.0,0.23,2.0,0.0,0.0,0.0,14,9,776,1,1,1,0,0,0,0,0,0
1713,Sekou Mara,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,19,10.1,24.0,2.38,17.0,0.0,1.0,2.0,0.0,4.0,0.4,2.0,1.0,0.0,0.0,26,8,905,6,0,5,1,1,2,0,0,0
1714,Maranhão,br BRA,"FW,MF",Valencia,es La Liga,24,10.8,26.0,2.4,16.0,0.0,1.0,3.0,1.0,2.0,0.18,1.0,0.0,1.0,0.0,29,8,973,1,3,1,0,0,3,0,0,0
1716,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,11.6,5.0,0.43,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,11,1044,0,0,0,0,0,4,0,0,0
1717,Fernando Marçal,br BRA,"MF,DF",Wolves,eng Premier League,32,16.1,22.0,1.37,19.0,1.0,0.0,1.0,0.0,2.0,0.12,0.0,0.0,1.0,0.0,18,17,1449,0,0,0,0,0,3,0,0,0
1718,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,5.8,15.0,2.58,14.0,0.0,0.0,0.0,1.0,2.0,0.34,2.0,0.0,0.0,0.0,12,5,525,0,2,0,0,0,0,0,1,0
1719,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,10.0,9.0,0.9,7.0,1.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,11,11,898,0,0,0,0,0,4,0,0,0
1720,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,180,0,0,0,0,0,1,0,0,0
1721,Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,27,19.4,71.0,3.66,44.0,14.0,7.0,0.0,3.0,3.0,0.15,2.0,0.0,0.0,0.0,31,17,1746,0,2,0,0,0,1,0,0,0
1722,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,15.0,22.0,1.47,16.0,3.0,2.0,1.0,0.0,4.0,0.27,1.0,1.0,0.0,0.0,19,16,1346,0,1,0,0,0,4,0,0,0
1723,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,34.7,30.0,0.86,26.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,35,3124,1,0,1,0,0,6,1,0,0
1724,Iván Marcone,ar ARG,MF,Elche,es La Liga,31,9.0,4.0,0.45,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,10,809,0,0,0,0,0,5,0,0,0
1725,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,18.7,39.0,2.09,33.0,5.0,1.0,0.0,0.0,5.0,0.27,5.0,0.0,0.0,0.0,22,19,1679,1,2,1,0,0,5,0,0,0
1726,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11,0,0,0,0,0,0,0,1,0
1727,José Mari,es ESP,MF,Cádiz,es La Liga,33,4.3,10.0,2.33,8.0,1.0,0.0,1.0,0.0,2.0,0.47,2.0,0.0,0.0,0.0,11,4,386,0,0,0,0,0,3,1,0,0
1728,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,180,0,0,0,0,0,1,0,1,0
1729,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,14.9,11.0,0.74,4.0,6.0,1.0,0.0,0.0,1.0,0.07,0.0,1.0,0.0,0.0,15,15,1341,2,0,2,0,0,2,1,0,0
1730,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,22.7,11.0,0.48,7.0,0.0,1.0,2.0,0.0,2.0,0.09,1.0,0.0,1.0,0.0,24,24,2042,1,1,1,0,0,7,0,1,0
1731,Mariano,do DOM,FW,Real Madrid,es La Liga,27,3.8,8.0,2.11,7.0,0.0,1.0,0.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,9,3,342,1,1,1,0,0,2,0,1,1
1732,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,25,31.3,118.0,3.77,70.0,36.0,4.0,4.0,1.0,10.0,0.32,8.0,0.0,0.0,1.0,36,31,2816,0,5,0,0,0,6,1,0,0
1733,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,20.4,14.0,0.69,12.0,0.0,0.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,26,21,1832,0,0,0,0,0,5,0,0,0
1734,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0
1735,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22,0.3,1.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,24,0,0,0,0,0,0,0,0,1
1736,Omar Marmoush,eg EGY,FW,Stuttgart,de Bundesliga,22,17.5,70.0,4.01,34.0,17.0,9.0,8.0,0.0,10.0,0.57,3.0,1.0,2.0,0.0,21,19,1571,3,5,3,0,1,3,0,0,1
1737,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,31.8,21.0,0.66,18.0,0.0,0.0,3.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,32,32,2861,5,0,5,0,0,5,0,1,0
1738,Roger Martí,es ESP,FW,Levante,es La Liga,30,23.5,38.0,1.62,28.0,0.0,1.0,7.0,0.0,5.0,0.21,3.0,0.0,1.0,0.0,29,25,2115,7,3,6,1,3,8,0,0,1
1739,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,25,2.4,5.0,2.12,4.0,0.0,0.0,0.0,0.0,1.0,0.42,1.0,0.0,0.0,0.0,8,2,212,1,0,1,0,0,0,0,1,1
1740,Anthony Martial,fr FRA,"FW,MF",Sevilla,es La Liga,25,5.4,6.0,1.1,4.0,0.0,0.0,1.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,9,7,490,0,1,0,0,0,1,0,0,0
1742,Martín,es ESP,MF,Cádiz,es La Liga,22,1.3,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,115,0,0,0,0,0,1,0,0,0
1743,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,25.5,68.0,2.67,37.0,26.0,0.0,3.0,1.0,3.0,0.12,1.0,0.0,0.0,0.0,28,25,2292,1,1,1,0,0,7,0,0,0
1744,Ander Martin,es ESP,"FW,MF",Real Sociedad,es La Liga,20,1.0,3.0,3.07,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,88,0,0,0,0,0,0,0,0,0
1745,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,es La Liga,22,2.1,2.0,0.97,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,186,0,0,0,0,0,0,0,0,0
1746,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,0,0,0,0,0,1,0,1,0
1747,Iván Martín,es ESP,"MF,FW",Alavés,es La Liga,22,1.8,1.0,0.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,166,0,0,0,0,0,0,0,0,0
